,DTSTART,DTEND,UID,CREATED,LAST-MODIFIED,LOCATION,SEQUENCE,STATUS,SUMMARY,TRANSP,YEAR_START,MONTH_START,DAY_START,CALDATE_START,TIME_START,YEAR_END,MONTH_END,DAY_END,CALDATE_END,TIME_END,TIME_DURATION
552,20181206T110000Z,20181206T150000Z,1lb5ifdprhfi2e4iqckouma818@google.com,20181130T170808Z,20181130T171056Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",1,CONFIRMED,Estudar APP Dev,OPAQUE,2018,12,06,2018-12-06,11:00,2018,12,06,2018-12-06,15:00,04:00:00
553,20181207T220000Z,20181208T010000Z,3uvau7getd9trca6bnbomt2muo@google.com,20181122T140347Z,20181130T171412Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,APP Dev Cesar,OPAQUE,2018,12,07,2018-12-07,22:00,2018,12,08,2018-12-08,01:00,03:00:00
554,20181206T163000Z,20181206T200000Z,52sttbpf92niv42cordarmmok5@google.com,20181130T170958Z,20181130T171646Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",7,CONFIRMED,Trabalhar Sídia,OPAQUE,2018,12,06,2018-12-06,16:30,2018,12,06,2018-12-06,20:00,03:59:30
555,20181206T153000Z,20181206T163000Z,4fv6jf59epb8k73l2he3ub698v@google.com,20181130T171726Z,20181130T171726Z,,0,CONFIRMED,[Levar Lanche] Comer Girassol,OPAQUE,2018,12,06,2018-12-06,15:30,2018,12,06,2018-12-06,16:30,01:00:00
556,20181203T150000Z,20181203T160000Z,0qumr0iig77u0vlll1f2pvfo5e@google.com,20181130T171853Z,20181130T171908Z,,1,CONFIRMED,[Levar Lanche] Comer Girassol,OPAQUE,2018,12,03,2018-12-03,15:00,2018,12,03,2018-12-03,16:00,01:00:00
557,20181203T113000Z,20181203T150000Z,7h6ih0eln3cail183slpp2qo7g@google.com,20181130T171439Z,20181130T172018Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",1,CONFIRMED,Estudar APP Dev,OPAQUE,2018,12,03,2018-12-03,11:30,2018,12,03,2018-12-03,15:00,03:59:30
558,20181203T170000Z,20181203T195000Z,1t9iss3g6abulm7k1mh4vea5pa@google.com,20181130T171938Z,20181203T021327Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Estudar Data Science,OPAQUE,2018,12,03,2018-12-03,17:00,2018,12,03,2018-12-03,19:50,02:00:50
559,20181204T121500Z,20181204T151500Z,16liugd7h3556tmcqjp8of9tk5@google.com,20181130T172141Z,20181204T012048Z,"The Plaza Business Center\, R. Gen. Joaquim Inácio\, 830 - Ilha do",1,CONFIRMED,Trabalhar Consultoria,OPAQUE,2018,12,04,2018-12-04,12:15,2018,12,04,2018-12-04,15:15,03:00:00
560,20181204T163000Z,20181204T200000Z,7h0sb7spegs9g2cbmrs2ka971m@google.com,20181130T170316Z,20181204T012059Z,"The Plaza Business Center\, R. Gen. Joaquim Inácio\, 830 - Ilha do",5,CONFIRMED,Produzir Artigo PIBIC,OPAQUE,2018,12,04,2018-12-04,16:30,2018,12,04,2018-12-04,20:00,03:59:30
561,20200605T100000Z,20200605T110000Z,gs9en4ciuligifjdjb03vdb7eo@google.com,20181206T123647Z,20181206T123648Z,,1,TENTATIVE,COBRAR CLAUDIO MONTEIRO DE ME FALAR A COISA,OPAQUE,2020,06,05,2020-06-05,10:00,2020,06,05,2020-06-05,11:00,01:00:00
562,20181211T120000Z,20181211T130000Z,cph62dhgcgpm2b9i6hij4b9k6kojib9p6ormcb9kcpij8cb4cgomcopm6k@google.com,20181209T233325Z,20181209T233325Z,,0,CONFIRMED,Teste Cultura Inglesa ,OPAQUE,2018,12,11,2018-12-11,12:00,2018,12,11,2018-12-11,13:00,01:00:00
563,20181211T180000Z,20181211T193000Z,61j6aopicdhjcb9k74rm6b9k6srjab9ocli38bb675i3gdr36gqm8db3cg@google.com,20181209T233508Z,20181209T233508Z,"The Plaza Business Center\, R. Gen. Joaquim Inácio\, 830 - Ilha do",0,CONFIRMED,Reunião com Sídia ,OPAQUE,2018,12,11,2018-12-11,18:00,2018,12,11,2018-12-11,19:30,01:00:30
564,20181214T220000Z,20181215T010000Z,25b6ishjju3nvku1a5dokpqtrc@google.com,20181210T125846Z,20181210T125846Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,DEV APPs,OPAQUE,2018,12,14,2018-12-14,22:00,2018,12,15,2018-12-15,01:00,03:00:00
565,20181215T120000Z,20181215T200000Z,0mu90d5qn880r3h0m57pd64gv3@google.com,20181119T154535Z,20181210T125855Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",1,CONFIRMED,Front-End Cesar School,OPAQUE,2018,12,15,2018-12-15,12:00,2018,12,15,2018-12-15,20:00,08:00:00
566,20181212T120000Z,20181212T140000Z,705javjc61b1tks71cc54b707v@google.com,20181210T130055Z,20181210T130055Z,,0,CONFIRMED,Aula Ste,OPAQUE,2018,12,12,2018-12-12,12:00,2018,12,12,2018-12-12,14:00,02:00:00
567,20181213T120000Z,20181213T140000Z,4k5rlujnd0df7qpqsm11shqtas@google.com,20181210T130112Z,20181210T130112Z,,0,CONFIRMED,Aula Ste,OPAQUE,2018,12,13,2018-12-13,12:00,2018,12,13,2018-12-13,14:00,02:00:00
568,20181211T220000Z,20181211T224000Z,ccs36cj36sp30bb3cos34b9k6pgjgb9pc9i6ab9i6oqjccb368q3gohico@google.com,20181209T233309Z,20181211T225406Z,,0,CONFIRMED,Reunião Extraordinária Analytique ,OPAQUE,2018,12,11,2018-12-11,22:00,2018,12,11,2018-12-11,22:40,00:00:40
569,20181217T123000Z,20181217T140000Z,1dlfie7qlv4hkojgaftvtdsma8@google.com,20181210T125528Z,20181217T020454Z,"Universidade Federal de Pernambuco UFPE\, Av. Prof. Moraes Rego\, ",0,CONFIRMED,Reunião Institucional OSAR,OPAQUE,2018,12,17,2018-12-17,12:30,2018,12,17,2018-12-17,14:00,01:59:30
570,20190108T120000Z,20190108T150000Z,2bdge5bdaprip4ivsj1lom0ub2@google.com,20190107T154135Z,20190107T154135Z,,0,CONFIRMED,Trabalhar Aula Git/Rmarkdown,OPAQUE,2019,01,08,2019-01-08,12:00,2019,01,08,2019-01-08,15:00,03:00:00
571,20190109T103000Z,20190109T143000Z,cdi3cdhnckpjab9p75hjab9k61h3ibb16go62b9g69hj6d1p6spjeeb26s@google.com,20190109T120951Z,20190109T120951Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Trabalhar Aulas R,OPAQUE,2019,01,09,2019-01-09,10:30,2019,01,09,2019-01-09,14:30,04:00:00
572,20190109T160000Z,20190109T183000Z,6ph3gp1ocdj6abb1cgs3ab9k6cs32b9pcco3ibb471j66d1g65j32c9o64@google.com,20190109T121037Z,20190109T121037Z,"Coffee Shop São Braz\, R. Benfica\, 505 - Madalena\, Recife - PE\,",0,CONFIRMED,Trabalhar Analytique ,OPAQUE,2019,01,09,2019-01-09,16:00,2019,01,09,2019-01-09,18:30,02:00:30
573,20190109T183000Z,20190109T195000Z,c9j32d1j60p3ibb46hhj6b9kc4sm8bb1cor64b9i6ssm2p31cgsjiohp6o@google.com,20190109T121404Z,20190109T121406Z,"Coffee Shop São Braz\, R. Benfica\, 505 - Madalena\, Recife - PE\,",0,CONFIRMED,Reunião Analytique ,OPAQUE,2019,01,09,2019-01-09,18:30,2019,01,09,2019-01-09,19:50,01:00:20
574,20190110T120000Z,20190110T134000Z,68sm6cr3ckr30b9h6sq6cb9k6oo36b9p70s3gbb461gm8ohjcdgj6d1kcg@google.com,20190107T132311Z,20190109T121450Z,,0,CONFIRMED,Aula R Casalunga ,OPAQUE,2019,01,10,2019-01-10,12:00,2019,01,10,2019-01-10,13:40,01:00:40
575,20190110T140000Z,20190110T150000Z,6gs6cchj64p32b9l64o3gb9k6sq32bb16or64b9nchhj0cb5c5ij2c9p6c@google.com,20190109T123206Z,20190109T123206Z,"Federal University of Pernambuco UFPE\, Av. Prof. Moraes Rego\, 12",0,CONFIRMED,Reunião Artigo com Nicole ,OPAQUE,2019,01,10,2019-01-10,14:00,2019,01,10,2019-01-10,15:00,01:00:00
576,20190117T220000Z,20190117T233000Z,7lpho9r9rceb8vn7ef16jn52ue@google.com,20190110T171753Z,20190110T171753Z,"R. do Apolo\, 235 - Recife\, PE\, 50030-220\, Brasil",0,CONFIRMED,MeetUp Open Mobility + Dados Abertos,OPAQUE,2019,01,17,2019-01-17,22:00,2019,01,17,2019-01-17,23:30,01:00:30
577,20190114T140000Z,20190114T150000Z,7f4q5a9bm3hnrlgmih3o17jq28@google.com,20190110T172916Z,20190114T100601Z,"Universidade Federal de Pernambuco UFPE\, Av. Prof. Moraes Rego\, ",1,CONFIRMED,Reunião Nicole Artigo ,OPAQUE,2019,01,14,2019-01-14,14:00,2019,01,14,2019-01-14,15:00,01:00:00
578,20190114T115000Z,20190114T135000Z,64pjcd1ic5i6cb9g6dj3ab9kcli62bb270rjebb36lhj2ohkcgo3ge34co@google.com,20190114T100951Z,20190114T100951Z,"Center for Social Sciences (CCSA) - UFPE\, Cidade Universitária\, ",0,CONFIRMED,Trabalhar aula Ste,OPAQUE,2019,01,14,2019-01-14,11:50,2019,01,14,2019-01-14,13:50,02:00:00
579,20190115T113000Z,20190115T150000Z,c8oj8p1jcorj0b9n68smab9k68oj0b9o6cp66b9l75hjae9n75hjip1n6c@google.com,20190114T101227Z,20190114T101227Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Artigo PIBIC,OPAQUE,2019,01,15,2019-01-15,11:30,2019,01,15,2019-01-15,15:00,03:59:30
580,20190114T173000Z,20190114T200000Z,cgqj0oj168pm6b9l68o62b9k61h6abb16ksm2b9oc9ij6d1hc4p32opo70@google.com,20190114T101333Z,20190115T134932Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",2,CONFIRMED,Estudar Data Science ,OPAQUE,2019,01,14,2019-01-14,17:30,2019,01,14,2019-01-14,20:00,02:59:30
581,20190115T173000Z,20190115T191000Z,68o62d1pccr64bb1chi62b9k6ph6abb169ijab9m64s3gopl6dj6apj2cc@google.com,20190114T100808Z,20190115T134942Z,"Center for Social Sciences (CCSA) - UFPE\, Cidade Universitária\, ",2,CONFIRMED,Aula R Stephanie,OPAQUE,2019,01,15,2019-01-15,17:30,2019,01,15,2019-01-15,19:10,01:59:40
582,20190207T170000Z,20190207T200000Z,c8s3ichn65j38bb664r3ab9k6di3cbb1chij0bb2cgqjaopgccr6apj268@google.com,20190115T211051Z,20190115T211052Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Aula Cultura Inglesa ,OPAQUE,2019,02,07,2019-02-07,17:00,2019,02,07,2019-02-07,20:00,03:00:00
583,20190214T170000Z,20190214T200000Z,6cr34c3364o3ab9n6cqj6b9kcksmcbb16cqjgb9hcdhjec35cph3cob16c@google.com,20190115T211053Z,20190115T211053Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Aula Cultura Inglesa ,OPAQUE,2019,02,14,2019-02-14,17:00,2019,02,14,2019-02-14,20:00,03:00:00
584,20190228T170000Z,20190228T200000Z,6dhj8c9p70r38bb3c8qm2b9k6go3abb170p32bb5cgo36p33ccq62e9pc8@google.com,20190115T211129Z,20190115T211129Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Aula Cultura Inglesa ,OPAQUE,2019,02,28,2019-02-28,17:00,2019,02,28,2019-02-28,20:00,03:00:00
585,20190307T170000Z,20190307T200000Z,64q66e9hcoq3ib9k75im2b9k6go6ab9o6os3gb9jclhjgcpg71h34dpj68@google.com,20190115T211130Z,20190115T211130Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Aula Cultura Inglesa ,OPAQUE,2019,03,07,2019-03-07,17:00,2019,03,07,2019-03-07,20:00,03:00:00
586,20190314T170000Z,20190314T200000Z,6hj38cr368qj2b9j74s62b9k68o36b9pccqm6b9o6hhj6d1o6oqm6d1m70@google.com,20190115T211132Z,20190115T211132Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Aula Cultura Inglesa ,OPAQUE,2019,03,14,2019-03-14,17:00,2019,03,14,2019-03-14,20:00,03:00:00
587,20190116T120000Z,20190116T140000Z,52gdhd0q971onmpkbuae629bkl@google.com,20190115T135057Z,20190115T213451Z,,1,CONFIRMED,Aula Rmarkdown Stephanie,OPAQUE,2019,01,16,2019-01-16,12:00,2019,01,16,2019-01-16,14:00,02:00:00
588,20190119T120000Z,20190119T200000Z,6gsjgc9gc8o38b9h68pj6b9k64o6cbb2cph64b9j6hi68cj4ccpmad9j6o@google.com,20190115T213513Z,20190115T213513Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Front-End CESAR,OPAQUE,2019,01,19,2019-01-19,12:00,2019,01,19,2019-01-19,20:00,08:00:00
589,20190116T170000Z,20190116T190000Z,75gj8phm6sp6cbb26li30b9k74rjebb260s38bb66phm4c9k6dj3ior368@google.com,20190115T213641Z,20190115T213641Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Estudar R e Git ,OPAQUE,2019,01,16,2019-01-16,17:00,2019,01,16,2019-01-16,19:00,02:00:00
590,20190116T190000Z,20190116T202000Z,68p6cpb2cdi6ab9g6th66b9kc4qmcbb270p6cb9h74pjgcb274qmcdppc8@google.com,20190115T212600Z,20190116T003609Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Reunião Analytique ,OPAQUE,2019,01,16,2019-01-16,19:00,2019,01,16,2019-01-16,20:20,01:00:20
591,20190125T130000Z,20190125T143000Z,74omcdr364o3gbb3cpi38b9k69j38b9p65gjcb9l6lj6ae3571h38p9o6g@google.com,20190111T214442Z,20190116T111036Z,"Center of Philosophy and Human Sciences\, Recife - Cidade Universi",0,CONFIRMED,Reunião PELD-TAMS Governança ,OPAQUE,2019,01,25,2019-01-25,13:00,2019,01,25,2019-01-25,14:30,01:00:30
592,20190122T220000Z,20190123T010000Z,6cqjacr26lj3gb9g74r6cb9kcgpj6bb16cqjcbb1c9hj8cb66gs64opl68@google.com,20190116T214938Z,20190116T215141Z,"Hotel Jangadeiro\, Av. Boa Viagem\, 3114 - Boa Viagem\, Recife - P",1,CONFIRMED,Lama Santen no Recife ,OPAQUE,2019,01,22,2019-01-22,22:00,2019,01,23,2019-01-23,01:00,03:00:00
593,20190117T170000Z,20190117T203000Z,5i01qq99r48jg6i7gisnb59qp6@google.com,20190117T203353Z,20190117T203353Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Estudar WebDev,OPAQUE,2019,01,17,2019-01-17,17:00,2019,01,17,2019-01-17,20:30,03:00:30
594,20190117T203000Z,20190117T220000Z,c4pjepj571h34bb3c4ojib9kchgj2b9p71hjabb5cgq62dhlchim6d9i6s@google.com,20190115T213117Z,20190117T203415Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",2,CONFIRMED,Artigo Nicole ,OPAQUE,2019,01,17,2019-01-17,20:30,2019,01,17,2019-01-17,22:00,01:59:30
596,20190202T120000Z,20190202T200000Z,6dimcoj4cksjab9o6gr6ab9kckqm8b9p60r64bb46orjeohicdj3ecr474@google.com,20190117T220949Z,20190117T220949Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Front-End Cesar School,OPAQUE,2019,02,02,2019-02-02,12:00,2019,02,02,2019-02-02,20:00,08:00:00
597,20190206T123000Z,20190206T140000Z,c4sm6chl75ij6b9icorjab9k61gj6b9o6osm8bb2coqm8e3165hm4e1nck@google.com,20190117T221726Z,20190117T221726Z,,0,CONFIRMED,Analytique Aula R,OPAQUE,2019,02,06,2019-02-06,12:30,2019,02,06,2019-02-06,14:00,01:59:30
598,20190118T102000Z,20190118T144000Z,6dhm4e34ckq3cbb469h68b9k70p3ibb16crj0b9hcco68e9j6ks6cd1mc8@google.com,20190114T101509Z,20190118T024500Z,"Center for Social Sciences (CCSA) - UFPE\, Cidade Universitária\, ",4,CONFIRMED,Artigo Nicole e PIBIC ,OPAQUE,2019,01,18,2019-01-18,10:20,2019,01,18,2019-01-18,14:40,04:00:20
599,20190119T100000Z,20190119T120000Z,6ko3ec1i69i38bb56or3eb9k69hj2bb16cr62b9jcpgj4o9m6os62e1o68@google.com,20190118T024741Z,20190118T024741Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Estudar Data Science ,OPAQUE,2019,01,19,2019-01-19,10:00,2019,01,19,2019-01-19,12:00,02:00:00
600,20190118T155000Z,20190118T173000Z,68q6aob66oqm2bb174rjcb9kc5j3ab9pcgq3gb9nc8s64dr175j30oj3cc@google.com,20190118T025107Z,20190118T025107Z,"Center for Social Sciences (CCSA) - UFPE\, Cidade Universitária\, ",0,CONFIRMED,Tarefas Analytique ,OPAQUE,2019,01,18,2019-01-18,15:50,2019,01,18,2019-01-18,17:30,01:59:40
601,20190118T173000Z,20190118T213000Z,60pmcchichhmcb9kckomcb9kc9i34bb16cqjcb9mcgqjiob464r6ap1h6c@google.com,20190115T213238Z,20190118T025358Z,"Center for Social Sciences (CCSA) - UFPE\, Cidade Universitária\, ",4,CONFIRMED,Estudar Data Science ,OPAQUE,2019,01,18,2019-01-18,17:30,2019,01,18,2019-01-18,21:30,04:00:00
602,20190122T110000Z,20190122T150000Z,60sm2e1gc9i68bb56csjeb9kccoj0b9ocpim4b9h6dhm6e9g68o62cpjck@google.com,20190121T224056Z,20190121T224056Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Estudar WebDev ,OPAQUE,2019,01,22,2019-01-22,11:00,2019,01,22,2019-01-22,15:00,04:00:00
603,20190122T193000Z,20190122T210000Z,60om4dr3ccq3gbb3cco3gb9k61gj0bb26hhjebb1cdgmccr1c5i3cdj6cc@google.com,20190121T224427Z,20190121T224427Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Estudar Open Data ,OPAQUE,2019,01,22,2019-01-22,19:30,2019,01,22,2019-01-22,21:00,01:59:30
604,20190124T123000Z,20190124T152000Z,ccoj2opn60o30b9icdj6cb9k6hhm8bb1ccs32b9j71j32e9mc8o38cb6co@google.com,20190121T224612Z,20190121T224612Z,"Associação dos Empregados da Fundação Joaquim Nabuco\, R. Dois Irm",0,CONFIRMED,Reunião PIBIC ,OPAQUE,2019,01,24,2019-01-24,12:30,2019,01,24,2019-01-24,15:20,02:59:50
605,20190122T162000Z,20190122T192000Z,70sj4p3368qjab9lc5hm2b9k6cs3abb2clj36bb365gj2phh74smadr5cg@google.com,20190121T224128Z,20190121T225458Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",1,CONFIRMED,Estudar Data Science ,OPAQUE,2019,01,22,2019-01-22,16:20,2019,01,22,2019-01-22,19:20,03:00:00
606,20190123T162000Z,20190123T200000Z,cgqm6db16gojabb36cs6ab9k71h68b9o70rj6b9ocgsj0ob36di3ap1pcc@google.com,20190121T225745Z,20190122T014028Z,"Center for Social Sciences (CCSA) - UFPE\, Federal University of P",0,CONFIRMED,CALIFA,OPAQUE,2019,01,23,2019-01-23,16:20,2019,01,23,2019-01-23,20:00,03:59:40
607,20190124T170000Z,20190124T192000Z,6kqj8eb26so36b9m6oo34b9k6grm4bb16pj64bb464q6ao9m6pijeeb3co@google.com,20190122T014029Z,20190122T014029Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Material R Rodrigo ,OPAQUE,2019,01,24,2019-01-24,17:00,2019,01,24,2019-01-24,19:20,02:00:20
608,20190125T220000Z,20190126T010000Z,coo68eb6ccrjab9n6pj6ab9k74oj6b9pckoj6bb3cgp66dr3c5i6cp9h70@google.com,20190122T014301Z,20190122T014301Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,DEV APPs,OPAQUE,2019,01,25,2019-01-25,22:00,2019,01,26,2019-01-26,01:00,03:00:00
609,20190205T160000Z,20190205T210000Z,6kr36opj74p3gbb270qj8b9k60pj6b9pckp32b9k6kpm6c1jc5ijee33cg@google.com,20190122T014546Z,20190122T014546Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Monitoria CI,OPAQUE,2019,02,05,2019-02-05,16:00,2019,02,05,2019-02-05,21:00,05:00:00
610,20190212T160000Z,20190212T210000Z,6gq30c3475hj2b9gchgjib9kc8pm6b9p69ij0b9i70qjce1pcgrjgp9i74@google.com,20190122T014547Z,20190122T014548Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Monitoria CI,OPAQUE,2019,02,12,2019-02-12,16:00,2019,02,12,2019-02-12,21:00,05:00:00
611,20190219T160000Z,20190219T210000Z,75i62pj461j62b9pccqjgb9k65i38bb2cksjgbb56cpj6eb371h38o9g68@google.com,20190122T014551Z,20190122T014551Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Monitoria CI,OPAQUE,2019,02,19,2019-02-19,16:00,2019,02,19,2019-02-19,21:00,05:00:00
612,20190226T160000Z,20190226T210000Z,60q36ohmclgm4bb26cp66b9k60q30b9pc9j3ab9i6go66c1oc5gj8e3170@google.com,20190122T014555Z,20190122T014555Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Monitoria CI,OPAQUE,2019,02,26,2019-02-26,16:00,2019,02,26,2019-02-26,21:00,05:00:00
613,20190206T160000Z,20190206T210000Z,c9j3ed9ocpi3eb9h6oqjgb9k74pmcb9o6cqj8bb5c4sj8e9ic8qmcd9pcg@google.com,20190122T014557Z,20190122T014557Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Monitoria CI,OPAQUE,2019,02,06,2019-02-06,16:00,2019,02,06,2019-02-06,21:00,05:00:00
614,20190213T160000Z,20190213T210000Z,6os32opg68smabb660pm2b9k6gq34bb16sp30b9l6kq6ad9p69h38cphcc@google.com,20190122T014634Z,20190122T014634Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Monitoria CI,OPAQUE,2019,02,13,2019-02-13,16:00,2019,02,13,2019-02-13,21:00,05:00:00
615,20190220T160000Z,20190220T210000Z,c4r68p9ocksj6b9l6th38b9kc9i3cbb16tj6ab9o74p3cdb36pgj4dr16o@google.com,20190122T014718Z,20190122T014719Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Monitoria CI,OPAQUE,2019,02,20,2019-02-20,16:00,2019,02,20,2019-02-20,21:00,05:00:00
616,20190227T160000Z,20190227T210000Z,cgpjae9n6so6abb2cpij0b9kckpj8bb16spj2b9m6kr6ce3671j66p1nco@google.com,20190122T014719Z,20190122T014719Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Monitoria CI,OPAQUE,2019,02,27,2019-02-27,16:00,2019,02,27,2019-02-27,21:00,05:00:00
617,20190123T110000Z,20190123T133000Z,c8qm8dj1cpj30b9j6ksj2b9k6hij4bb260q3ib9ncor30php6lh6cdb56g@google.com,20190121T224242Z,20190122T161812Z,"Center for Social Sciences (CCSA) - UFPE\, Federal University of P",0,CONFIRMED,Trabalhar PIBIC ,OPAQUE,2019,01,23,2019-01-23,11:00,2019,01,23,2019-01-23,13:30,02:00:30
618,20190123T133000Z,20190123T150000Z,5b538buvf6mfr24nrkt8m4i3cj@google.com,20190122T161757Z,20190122T161843Z,"Pós-Graduação em Serviço Social - UFPE\, Universidade Federal de P",4,CONFIRMED,Estudar DevAPPs UX ,OPAQUE,2019,01,23,2019-01-23,13:30,2019,01,23,2019-01-23,15:00,01:59:30
619,20190128T132000Z,20190128T144000Z,ccqmadb4cgomab9mcdgj6b9k6dij8b9oc4r64b9h65j30p1j6sp38cj26k@google.com,20190121T225425Z,20190122T173745Z,,0,CONFIRMED,Reunião OSAR,OPAQUE,2019,01,28,2019-01-28,13:20,2019,01,28,2019-01-28,14:40,01:00:20
620,20190123T181000Z,20190123T193000Z,6cs68eb661j62b9p6oqjab9k6dhmabb174qm2b9k61gmcd3674o36cpj6k@google.com,20190123T115246Z,20190123T173912Z,"Center for Social Sciences (CCSA) - UFPE\, Federal University of P",0,CONFIRMED,Reunião Analytique ,OPAQUE,2019,01,23,2019-01-23,18:10,2019,01,23,2019-01-23,19:30,01:00:20
621,20190129T120000Z,20190129T150000Z,69gm2cpg71i68bb2cgq6cb9kcgq3ib9p60p30bb16gr38opp75j6ao9l6c@google.com,20190114T154632Z,20190128T094853Z,"Departamento De Oceanografia - UFPE\, Cidade Universitária\, Recif",4,CONFIRMED,Fechamento Artigo Nicole,OPAQUE,2019,01,29,2019-01-29,12:00,2019,01,29,2019-01-29,15:00,03:00:00
622,20190128T110000Z,20190128T131000Z,0bv6oehnouidbl6hij297o95b0@google.com,20190128T095040Z,20190128T095040Z,"The Plaza Business Center\, R. Gen. Joaquim Inácio\, 830 - Ilha do",0,CONFIRMED,Material Aula R,OPAQUE,2019,01,28,2019-01-28,11:00,2019,01,28,2019-01-28,13:10,02:00:10
623,20190129T170000Z,20190129T190000Z,c4sjcd3569ijeb9o6crm8b9kckpmcbb2c5i36bb370sjgeb66dgmaeb6c4@google.com,20190115T205240Z,20190128T100301Z,Cultura Inglesa Madalena,1,CONFIRMED,Reunião Monitoria CI,OPAQUE,2019,01,29,2019-01-29,17:00,2019,01,29,2019-01-29,19:00,02:00:00
624,20190129T190000Z,20190129T220000Z,6bbqm3suqid6tk03v55um92o34@google.com,20190128T100341Z,20190128T100351Z,,0,CONFIRMED,Artigo PIBIC,OPAQUE,2019,01,29,2019-01-29,19:00,2019,01,29,2019-01-29,22:00,03:00:00
625,20190130T170000Z,20190130T210000Z,68qjapj369j3ib9m65gm8b9kclj38bb1c5i62bb1c8pmae1gcoq3id1o6k@google.com,20190116T152142Z,20190128T100408Z,"Porto Social\, Rua Marques Amorim\, 356 B - Ilha do Leite\, Recife",0,CONFIRMED,PS DROPS,OPAQUE,2019,01,30,2019-01-30,17:00,2019,01,30,2019-01-30,21:00,04:00:00
626,20190131T110000Z,20190131T133000Z,3hei859tj5gov73m09l2qau954@google.com,20190128T143719Z,20190128T143719Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Estudar APP Dev,OPAQUE,2019,01,31,2019-01-31,11:00,2019,01,31,2019-01-31,13:30,02:00:30
627,20190131T133000Z,20190131T153000Z,7pvknm2i0n3nabase3185lkeg8@google.com,20190128T143750Z,20190128T143750Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Trabalhar OSAR,OPAQUE,2019,01,31,2019-01-31,13:30,2019,01,31,2019-01-31,15:30,02:00:00
